,Station,Dropout_rate,Kernel_size,Number_of_filters,NSE_val,PBIAS_val,RMSE_val,VE_val,MARE_val,MAE_val,CORR_val,KGE_val,flow_obs_zero,flow_pred_zero,flow_obs_non_zero,flow_pred_non_zero,flow_both_zero,flow_obs_zero_pred_non_zero,flow_both_non_zero,flow_obs_non_zero_pred_zero,prct_true,prct_false,obs_rc_val,pred_rc_val,Model
20,8018500,0.5,20,32,0.745701509392901,-20.6046691519213,0.553972095049731,0.793953308480787,3227.7785122859,162.533707383378,0.8720876980249,0.754676305268475,0,880,1826,946,0,0,946,880,,,0.14029219961205,0.169198943188066,Hybrid
21,8146000,0.5,10,2,0.479665497463146,-18.2752381441295,0.188493417925376,0.817247618558705,1761.96012263508,21.2770380843187,0.734446184616007,0.676652457915458,0,222,1826,1604,0,0,1604,222,,,0.033159384325312,0.03921934077789,Hybrid
22,8068000,0.2,10,2,0.739677805482038,2.76195249364563,2.05969724223371,0.972380475063543,2357.12032222395,41.1515893984532,0.860223359754386,0.788455321537494,0,372,1826,1454,0,0,1454,372,,,0.202350541813756,0.196761715978226,Hybrid
23,8168500,0.1,20,32,0.589758548387473,-28.2515012765068,0.260417565176442,0.717484987234932,1333.26538131514,126.608728751772,0.796495016188949,0.643025742079438,0,4,1826,1822,0,0,1822,4,,,0.106139600646813,0.136125631278426,Hybrid
24,8180640,0.5,5,2,-1.17192441179014,-112.696141971532,0.20889273251434,-0.12696141971532,inf,144.486203261506,0.529409650164479,-0.359544344777193,11,111,1815,1715,0,11,1704,111,0,100,0.033914102141556,0.072133986839375,Hybrid
25,8064100,0.2,20,4,0.731209766039468,2.00549587122499,0.793082173341094,0.97994504128775,3721.06397935514,23.6007533807829,0.85539320230152,0.80832491036811,0,747,1826,1079,0,0,1079,747,,,0.206091706809719,0.201958546138713,Hybrid-MI
26,8100000,0.5,15,4,0.549424958249971,-82.460182636229,0.201939253532207,0.17539817363771,,122.148111744937,0.784592707943857,0.143388723151602,628,433,1198,1393,160,468,925,273,25.4777070063694,74.5222929936306,0.037142415170231,0.06777011855511,Hybrid-MI
27,8018500,0.4,5,8,0.732697731177928,-20.9588755621927,0.567959437082638,0.790411244378073,3566.86066122827,165.327757635575,0.862570185022862,0.739759863149033,0,907,1826,919,0,0,919,907,,,0.14029219961205,0.169695867152203,Hybrid-MP
28,8146000,0.5,10,2,0.492039380446913,-25.8796154727978,0.186238686292933,0.741203845272022,1759.57032886183,30.1304727018905,0.716749228217629,0.587972802191325,0,139,1826,1687,0,0,1687,139,,,0.033159384325312,0.04174090548185,Hybrid-MP
29,8068000,0.1,10,2,0.810407675367454,-2.19506286765871,1.75775428348359,0.978049371323413,2628.86572910979,32.7052424114839,0.900260966377115,0.852624101655134,0,303,1826,1523,0,0,1523,303,,,0.202350541813756,0.206792263419616,Hybrid-MP
30,8168500,0.1,10,32,0.588006839412727,-21.3703699186552,0.260972957445634,0.786296300813448,2072.22790812171,95.7710297189061,0.777892239094077,0.607033945570693,0,2,1826,1824,0,0,1824,2,,,0.106139600646813,0.12882202593522,Hybrid-MP
31,8180640,0.5,20,2,-0.870682347704993,-106.125440790584,0.193865710719256,-0.061254407905844,,136.061995921375,0.548697415946624,-0.25495445020526,11,37,1815,1789,1,10,1779,36,9.09090909090909,90.9090909090909,0.033914102141556,0.069905592529452,Hybrid-MP
32,8101000,0.3,5,4,0.820605416975572,-14.6140971837768,0.509065369816948,0.853859028162232,,38.8025112055771,0.906357394240333,0.812900458771417,368,652,1458,1174,213,155,1019,439,57.8804347826087,42.1195652173913,0.067393852033541,0.077242855065614,Hybrid-UI
33,8171300,0.1,15,32,0.410683240953595,-63.3505486203297,0.761983714848855,0.366494513796703,,192.532240024282,0.649594042448518,0.194705603235482,838,453,988,1373,326,512,861,127,38.9021479713604,61.0978520286396,0.074388125748225,0.121513411518107,Hybrid-UI
34,8189500,0.1,5,32,0.67609675409444,-15.5643283624781,0.327780674474872,0.844356716375219,,28.4698615172862,0.833447065782242,0.769648893197044,170,1240,1656,586,141,29,557,1099,82.9411764705882,17.0588235294118,0.05088076814973,0.058800017977905,Hybrid-UI
